GEO.id,GEO.id2,GEO.display-label,HC01_VC01,HC02_VC01,HC01_VC03,HC02_VC03,HC01_VC04,HC02_VC04,HC01_VC05,HC02_VC05,HC01_VC06,HC02_VC06,HC01_VC07,HC02_VC07,HC01_VC08,HC02_VC08,HC01_VC09,HC02_VC09,HC01_VC10,HC02_VC10,HC01_VC11,HC02_VC11,HC01_VC12,HC02_VC12,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC01_VC15,HC02_VC15,HC01_VC16,HC02_VC16,HC01_VC17,HC02_VC17,HC01_VC18,HC02_VC18,HC01_VC19,HC02_VC19,HC01_VC20,HC02_VC20,HC01_VC21,HC02_VC21,HC01_VC22,HC02_VC22,HC01_VC23,HC02_VC23,HC01_VC24,HC02_VC24,HC01_VC25,HC02_VC25,HC01_VC26,HC02_VC26,HC01_VC28,HC02_VC28,HC01_VC29,HC02_VC29,HC01_VC30,HC02_VC30,HC01_VC31,HC02_VC31,HC01_VC32,HC02_VC32,HC01_VC33,HC02_VC33,HC01_VC34,HC02_VC34,HC01_VC35,HC02_VC35,HC01_VC36,HC02_VC36,HC01_VC37,HC02_VC37,HC01_VC38,HC02_VC38,HC01_VC39,HC02_VC39,HC01_VC40,HC02_VC40,HC01_VC41,HC02_VC41,HC01_VC42,HC02_VC42,HC01_VC43,HC02_VC43,HC01_VC44,HC02_VC44,HC01_VC45,HC02_VC45,HC01_VC46,HC02_VC46,HC01_VC48,HC02_VC48,HC01_VC49,HC02_VC49,HC01_VC50,HC02_VC50,HC01_VC51,HC02_VC51,HC01_VC52,HC02_VC52,HC01_VC53,HC02_VC53,HC01_VC55,HC02_VC55,HC01_VC56,HC02_VC56,HC01_VC57,HC02_VC57,HC01_VC58,HC02_VC58,HC01_VC59,HC02_VC59,HC01_VC60,HC02_VC60,HC01_VC61,HC02_VC61,HC01_VC62,HC02_VC62,HC01_VC64,HC02_VC64,HC01_VC65,HC02_VC65,HC01_VC66,HC02_VC66,HC01_VC67,HC02_VC67,HC01_VC68,HC02_VC68,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC71,HC02_VC71,HC01_VC72,HC02_VC72,HC01_VC73,HC02_VC73,HC01_VC74,HC02_VC74,HC01_VC75,HC02_VC75,HC01_VC76,HC02_VC76,HC01_VC78,HC02_VC78,HC01_VC79,HC02_VC79,HC01_VC80,HC02_VC80,HC01_VC81,HC02_VC81,HC01_VC82,HC02_VC82,HC01_VC83,HC02_VC83,HC01_VC84,HC02_VC84,HC01_VC85,HC02_VC85,HC01_VC86,HC02_VC86,HC01_VC87,HC02_VC87,HC01_VC88,HC02_VC88,HC01_VC89,HC02_VC89,HC01_VC90,HC02_VC90,HC01_VC91,HC02_VC91,HC01_VC93,HC02_VC93,HC01_VC94,HC02_VC94,HC01_VC95,HC02_VC95,HC01_VC96,HC02_VC96,HC01_VC97,HC02_VC97,HC01_VC98,HC02_VC98,HC01_VC100,HC02_VC100,HC01_VC101,HC02_VC101,HC01_VC102,HC02_VC102,HC01_VC103,HC02_VC103,HC01_VC104,HC02_VC104
0500000US45051,45051,"Horry County, South Carolina",196629,100.0,96534,49.1,100095,50.9,11298,5.7,11808,6.0,11819,6.0,12080,6.1,13345,6.8,27958,14.2,29665,15.1,26996,13.7,11556,5.9,10634,5.4,18459,9.4,8970,4.6,2041,1.0,38.3,(X),154700,78.7,74982,38.1,79718,40.5,146930,74.7,35865,18.2,29470,15.0,13173,6.7,16297,8.3,194524,98.9,159363,81.0,30468,15.5,793,0.4,1498,0.8,319,0.2,220,0.1,220,0.1,108,0.1,110,0.1,300,0.2,221,0.1,121,0.1,18,0.0,57,0.0,14,0.0,32,0.0,2281,1.2,2105,1.1,161138,82.0,31173,15.9,1572,0.8,1960,1.0,223,0.1,2850,1.4,196629,100.0,5057,2.6,3071,1.6,593,0.3,91,0.0,1302,0.7,191572,97.4,157040,79.9,196629,100.0,194124,98.7,81800,41.6,42027,21.4,48313,24.6,36734,18.7,9854,5.0,4129,2.1,12130,6.2,4776,2.4,2505,1.3,1317,0.7,1188,0.6,81800,100.0,54515,66.6,21496,26.3,42027,51.4,14498,17.7,9418,11.5,5431,6.6,27285,33.4,21075,25.8,6984,8.5,24156,29.5,20746,25.4,2.37,(X),2.84,(X),122085,100.0,81800,67.0,40285,33.0,24945,20.4,3.2,(X),30.2,(X),81800,100.0,59713,73.0,22087,27.0,2.39,(X),2.33,(X)
0500000US45053,45053,"Jasper County, South Carolina",20678,100.0,10878,52.6,9800,47.4,1499,7.2,1602,7.7,1559,7.5,1483,7.2,1527,7.4,3063,14.8,3282,15.9,2538,12.3,1041,5.0,815,3.9,1273,6.2,738,3.6,258,1.2,33.8,(X),15137,73.2,7973,38.6,7164,34.6,14184,68.6,2726,13.2,2269,11.0,1003,4.9,1266,6.1,20539,99.3,8766,42.4,10895,52.7,76,0.4,92,0.4,35,0.2,11,0.1,6,0.0,3,0.0,4,0.0,2,0.0,31,0.1,10,0.0,1,0.0,8,0.0,1,0.0,0,0.0,700,3.4,139,0.7,8846,42.8,10961,53.0,120,0.6,116,0.6,15,0.1,765,3.7,20678,100.0,1190,5.8,947,4.6,54,0.3,17,0.1,172,0.8,19488,94.2,8374,40.5,20678,100.0,19331,93.5,7042,34.1,3388,16.4,6055,29.3,4458,21.6,1859,9.0,949,4.6,987,4.8,361,1.7,1347,6.5,1330,6.4,17,0.1,7042,100.0,5092,72.3,2429,34.5,3388,48.1,1520,21.6,1283,18.2,721,10.2,1950,27.7,1632,23.2,622,8.8,2936,41.7,1685,23.9,2.75,(X),3.22,(X),7928,100.0,7042,88.8,886,11.2,233,2.9,0.7,(X),7.9,(X),7042,100.0,5469,77.7,1573,22.3,2.74,(X),2.76,(X)
0500000US45055,45055,"Kershaw County, South Carolina",52647,100.0,25424,48.3,27223,51.7,3452,6.6,3825,7.3,4054,7.7,3711,7.0,2732,5.2,6578,12.5,8577,16.3,7753,14.7,2870,5.5,2299,4.4,3850,7.3,2243,4.3,703,1.3,37.4,(X),38897,73.9,18421,35.0,20476,38.9,37008,70.3,8076,15.3,6796,12.9,2821,5.4,3975,7.6,52205,99.2,37701,71.6,13840,26.3,154,0.3,164,0.3,39,0.1,34,0.1,15,0.0,19,0.0,24,0.0,12,0.0,21,0.0,18,0.0,3,0.0,6,0.0,0,0.0,9,0.0,328,0.6,442,0.8,38050,72.3,14030,26.6,356,0.7,212,0.4,38,0.1,438,0.8,52647,100.0,886,1.7,512,1.0,166,0.3,23,0.0,185,0.4,51761,98.3,37226,70.7,52647,100.0,52127,99.0,20188,38.3,11261,21.4,15752,29.9,11923,22.6,3175,6.0,1555,3.0,1751,3.3,881,1.7,520,1.0,382,0.7,138,0.3,20188,100.0,14918,73.9,6812,33.7,11261,55.8,4853,24.0,2751,13.6,1508,7.5,5270,26.1,4562,22.6,1804,8.9,7744,38.4,4875,24.1,2.58,(X),3.02,(X),22683,100.0,20188,89.0,2495,11.0,869,3.8,1.5,(X),8.5,(X),20188,100.0,16559,82.0,3629,18.0,2.62,(X),2.41,(X)
0500000US45057,45057,"Lancaster County, South Carolina",61351,100.0,30393,49.5,30958,50.5,4001,6.5,4554,7.4,4482,7.3,4161,6.8,3669,6.0,8914,14.5,9648,15.7,8547,13.9,3268,5.3,2694,4.4,4134,6.7,2527,4.1,752,1.2,35.9,(X),45756,74.6,22335,36.4,23421,38.2,43364,70.7,8911,14.5,7413,12.1,2882,4.7,4531,7.4,60913,99.3,43577,71.0,16479,26.9,133,0.2,164,0.3,58,0.1,33,0.1,21,0.0,9,0.0,10,0.0,26,0.0,7,0.0,12,0.0,2,0.0,5,0.0,4,0.0,1,0.0,548,0.9,438,0.7,43928,71.6,16683,27.2,323,0.5,242,0.4,34,0.1,624,1.0,61351,100.0,978,1.6,624,1.0,63,0.1,21,0.0,270,0.4,60373,98.4,43245,70.5,61351,100.0,59367,96.8,23178,37.8,12195,19.9,18040,29.4,13455,21.9,3634,5.9,1786,2.9,2320,3.8,1173,1.9,1984,3.2,1783,2.9,201,0.3,23178,100.0,16840,72.7,7741,33.4,12195,52.6,5127,22.1,3591,15.5,2091,9.0,6338,27.3,5483,23.7,2172,9.4,8848,38.2,5379,23.2,2.56,(X),3.01,(X),24962,100.0,23178,92.9,1784,7.1,95,0.4,1.3,(X),10.4,(X),23178,100.0,17386,75.0,5792,25.0,2.58,(X),2.51,(X)
0500000US45059,45059,"Laurens County, South Carolina",69567,100.0,33641,48.4,35926,51.6,4570,6.6,4912,7.1,5152,7.4,5048,7.3,4339,6.2,9469,13.6,10359,14.9,9570,13.8,3926,5.6,3054,4.4,4974,7.1,3073,4.4,1121,1.6,36.2,(X),51980,74.7,24586,35.3,27394,39.4,48885,70.3,10931,15.7,9168,13.2,3542,5.1,5626,8.1,69025,99.2,49789,71.6,18245,26.2,192,0.3,101,0.1,10,0.0,19,0.0,22,0.0,18,0.0,9,0.0,8,0.0,15,0.0,36,0.1,2,0.0,22,0.0,9,0.0,3,0.0,662,1.0,542,0.8,50202,72.2,18399,26.4,450,0.6,195,0.3,78,0.1,844,1.2,69567,100.0,1352,1.9,897,1.3,110,0.2,17,0.0,328,0.5,68215,98.1,49358,71.0,69567,100.0,66939,96.2,26290,37.8,13432,19.3,20013,28.8,14873,21.4,4562,6.6,2221,3.2,2642,3.8,1394,2.0,2628,3.8,1095,1.6,1533,2.2,26290,100.0,18870,71.8,8536,32.5,13432,51.1,5554,21.1,4108,15.6,2317,8.8,7420,28.2,6464,24.6,2576,9.8,9871,37.5,6350,24.2,2.55,(X),3.01,(X),30239,100.0,26290,86.9,3949,13.1,1074,3.6,1.9,(X),10.3,(X),26290,100.0,20372,77.5,5918,22.5,2.58,(X),2.44,(X)
0500000US45061,45061,"Lee County, South Carolina",20119,100.0,10128,50.3,9991,49.7,1277,6.3,1482,7.4,1469,7.3,1568,7.8,1402,7.0,2655,13.2,3212,16.0,2898,14.4,912,4.5,740,3.7,1335,6.6,882,4.4,287,1.4,35.7,(X),14936,74.2,7509,37.3,7427,36.9,14024,69.7,2947,14.6,2504,12.4,975,4.8,1529,7.6,20020,99.5,7048,35.0,12787,63.6,27,0.1,39,0.2,21,0.1,7,0.0,1,0.0,1,0.0,1,0.0,1,0.0,7,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,118,0.6,99,0.5,7101,35.3,12845,63.8,72,0.4,74,0.4,3,0.0,145,0.7,20119,100.0,264,1.3,183,0.9,10,0.0,8,0.0,63,0.3,19855,98.7,6961,34.6,20119,100.0,18433,91.6,6886,34.2,2960,14.7,6026,30.0,4047,20.1,1980,9.8,1074,5.3,581,2.9,297,1.5,1686,8.4,1627,8.1,59,0.3,6886,100.0,4916,71.4,2255,32.7,2960,43.0,1252,18.2,1636,23.8,871,12.6,1970,28.6,1786,25.9,729,10.6,2761,40.1,1869,27.1,2.68,(X),3.23,(X),7670,100.0,6886,89.8,784,10.2,86,1.1,1.5,(X),9.3,(X),6886,100.0,5467,79.4,1419,20.6,2.72,(X),2.50,(X)
0500000US45063,45063,"Lexington County, South Carolina",216014,100.0,104977,48.6,111037,51.4,14762,6.8,16109,7.5,16137,7.5,14495,6.7,12684,5.9,31137,14.4,37197,17.2,31828,14.7,11450,5.3,8226,3.8,12225,5.7,7352,3.4,2412,1.1,35.7,(X),159701,73.9,76233,35.3,83468,38.6,151979,70.4,26685,12.4,21989,10.2,8892,4.1,13097,6.1,213891,99.0,181844,84.2,27274,12.6,725,0.3,2259,1.0,769,0.4,506,0.2,184,0.1,102,0.0,248,0.1,232,0.1,218,0.1,83,0.0,22,0.0,16,0.0,22,0.0,23,0.0,1706,0.8,2123,1.0,183691,85.0,27964,12.9,1519,0.7,2698,1.2,147,0.1,2288,1.1,216014,100.0,4146,1.9,2252,1.0,655,0.3,219,0.1,1020,0.5,211868,98.1,179731,83.2,216014,100.0,213131,98.7,83240,38.5,47143,21.8,64289,29.8,51641,23.9,8755,4.1,3779,1.7,9704,4.5,3955,1.8,2883,1.3,1896,0.9,987,0.5,83240,100.0,59830,71.9,29526,35.5,47143,56.6,21791,26.2,9675,11.6,6064,7.3,23410,28.1,18711,22.5,5734,6.9,31935,38.4,15181,18.2,2.56,(X),3.01,(X),90978,100.0,83240,91.5,7738,8.5,1405,1.5,1.9,(X),12.3,(X),83240,100.0,64265,77.2,18975,22.8,2.63,(X),2.33,(X)
0500000US45065,45065,"McCormick County, South Carolina",9958,100.0,5299,53.2,4659,46.8,417,4.2,506,5.1,590,5.9,649,6.5,605,6.1,1281,12.9,1468,14.7,1450,14.6,706,7.1,641,6.4,964,9.7,503,5.1,178,1.8,41.1,(X),8021,80.5,4304,43.2,3717,37.3,7661,76.9,2034,20.4,1645,16.5,714,7.2,931,9.3,9901,99.4,4459,44.8,5365,53.9,7,0.1,29,0.3,13,0.1,9,0.1,1,0.0,2,0.0,2,0.0,0,0.0,2,0.0,3,0.0,3,0.0,0,0.0,0,0.0,0,0.0,38,0.4,57,0.6,4494,45.1,5405,54.3,43,0.4,47,0.5,16,0.2,46,0.5,9958,100.0,86,0.9,33,0.3,7,0.1,3,0.0,43,0.4,9872,99.1,4426,44.4,9958,100.0,8512,85.5,3558,35.7,1843,18.5,2231,22.4,1465,14.7,667,6.7,311,3.1,213,2.1,114,1.1,1446,14.5,1303,13.1,143,1.4,3558,100.0,2604,73.2,883,24.8,1843,51.8,497,14.0,626,17.6,339,9.5,954,26.8,869,24.4,363,10.2,1062,29.8,1103,31.0,2.39,(X),2.82,(X),4459,100.0,3558,79.8,901,20.2,416,9.3,1.8,(X),8.8,(X),3558,100.0,2882,81.0,676,19.0,2.45,(X),2.15,(X)
0500000US45067,45067,"Marion County, South Carolina",35466,100.0,16388,46.2,19078,53.8,2469,7.0,2726,7.7,2792,7.9,2858,8.1,2379,6.7,4465,12.6,5033,14.2,5189,14.6,1802,5.1,1455,4.1,2354,6.6,1474,4.2,470,1.3,35.1,(X),25672,72.4,11440,32.3,14232,40.1,24131,68.0,5168,14.6,4298,12.1,1576,4.4,2722,7.7,35282,99.5,14787,41.7,19984,56.3,90,0.3,99,0.3,42,0.1,23,0.1,12,0.0,3,0.0,4,0.0,7,0.0,8,0.0,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,320,0.9,184,0.5,14895,42.0,20100,56.7,163,0.5,130,0.4,16,0.0,361,1.0,35466,100.0,634,1.8,503,1.4,30,0.1,4,0.0,97,0.3,34832,98.2,14589,41.1,35466,100.0,35132,99.1,13301,37.5,5758,16.2,11347,32.0,7764,21.9,3486,9.8,1838,5.2,1240,3.5,583,1.6,334,0.9,309,0.9,25,0.1,13301,100.0,9511,71.5,4289,32.2,5758,43.3,2379,17.9,3144,23.6,1673,12.6,3790,28.5,3379,25.4,1287,9.7,5289,39.8,3279,24.7,2.64,(X),3.16,(X),15143,100.0,13301,87.8,1842,12.2,338,2.2,2.0,(X),10.3,(X),13301,100.0,9771,73.5,3530,26.5,2.65,(X),2.60,(X)
0500000US45069,45069,"Marlboro County, South Carolina",28818,100.0,14137,49.1,14681,50.9,1916,6.6,2112,7.3,2153,7.5,2139,7.4,1916,6.6,3998,13.9,4465,15.5,3980,13.8,1483,5.1,1106,3.8,1951,6.8,1200,4.2,399,1.4,35.4,(X),21269,73.8,10253,35.6,11016,38.2,20141,69.9,4207,14.6,3550,12.3,1338,4.6,2212,7.7,28545,99.1,12820,44.5,14618,50.7,968,3.4,70,0.2,14,0.0,10,0.0,26,0.1,1,0.0,2,0.0,5,0.0,12,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,68,0.2,273,0.9,13032,45.2,14719,51.1,1134,3.9,92,0.3,15,0.1,112,0.4,28818,100.0,205,0.7,99,0.3,12,0.0,3,0.0,91,0.3,28613,99.3,12767,44.3,28818,100.0,27183,94.3,10478,36.4,4464,15.5,8577,29.8,5911,20.5,2691,9.3,1444,5.0,973,3.4,574,2.0,1635,5.7,1628,5.6,7,0.0,10478,100.0,7338,70.0,3352,32.0,4464,42.6,1865,17.8,2330,22.2,1229,11.7,3140,30.0,2818,26.9,1149,11.0,4114,39.3,2733,26.1,2.59,(X),3.14,(X),11894,100.0,10478,88.1,1416,11.9,168,1.4,2.3,(X),12.6,(X),10478,100.0,7419,70.8,3059,29.2,2.68,(X),2.40,(X)
0500000US45071,45071,"Newberry County, South Carolina",36108,100.0,17421,48.2,18687,51.8,2326,6.4,2391,6.6,2477,6.9,2670,7.4,2388,6.6,4661,12.9,5316,14.7,4993,13.8,1994,5.5,1569,4.3,2662,7.4,1955,5.4,706,2.0,37.1,(X),27407,75.9,12964,35.9,14443,40.0,25631,71.0,6221,17.2,5323,14.7,2056,5.7,3267,9.0,35784,99.1,23115,64.0,11958,33.1,102,0.3,106,0.3,8,0.0,29,0.1,14,0.0,4,0.0,11,0.0,18,0.0,22,0.1,33,0.1,1,0.0,19,0.1,8,0.0,5,0.0,470,1.3,324,0.9,23371,64.7,12077,33.4,199,0.6,143,0.4,43,0.1,617,1.7,36108,100.0,1533,4.2,1245,3.4,58,0.2,32,0.1,198,0.5,34575,95.8,22270,61.7,36108,100.0,35079,97.2,14026,38.8,6895,19.1,10251,28.4,7458,20.7,2389,6.6,1067,3.0,1518,4.2,598,1.7,1029,2.8,331,0.9,698,1.9,14026,100.0,9809,69.9,4264,30.4,6895,49.2,2670,19.0,2253,16.1,1302,9.3,4217,30.1,3721,26.5,1683,12.0,4850,34.6,3847,27.4,2.50,(X),2.99,(X),16805,100.0,14026,83.5,2779,16.5,1257,7.5,1.7,(X),10.2,(X),14026,100.0,10776,76.8,3250,23.2,2.50,(X),2.51,(X)
0500000US45073,45073,"Oconee County, South Carolina",66215,100.0,32554,49.2,33661,50.8,3996,6.0,4247,6.4,4338,6.6,4090,6.2,3752,5.7,8487,12.8,9625,14.5,9310,14.1,4254,6.4,3805,5.7,6237,9.4,3225,4.9,849,1.3,39.5,(X),51083,77.1,24685,37.3,26398,39.9,48777,73.7,12615,19.1,10311,15.6,4504,6.8,5807,8.8,65670,99.2,59025,89.1,5550,8.4,145,0.2,235,0.4,61,0.1,64,0.1,26,0.0,14,0.0,26,0.0,26,0.0,18,0.0,13,0.0,4,0.0,2,0.0,0,0.0,7,0.0,702,1.1,545,0.8,59515,89.9,5725,8.6,373,0.6,314,0.5,39,0.1,838,1.3,66215,100.0,1562,2.4,1190,1.8,68,0.1,29,0.0,275,0.4,64653,97.6,58259,88.0,66215,100.0,65575,99.0,27283,41.2,15756,23.8,17580,26.5,13473,20.3,2807,4.2,1201,1.8,2149,3.2,1069,1.6,640,1.0,304,0.5,336,0.5,27283,100.0,19589,71.8,7786,28.5,15756,57.8,5672,20.8,2761,10.1,1559,5.7,7694,28.2,6734,24.7,2596,9.5,8609,31.6,7274,26.7,2.40,(X),2.85,(X),32383,100.0,27283,84.3,5100,15.7,2316,7.2,1.9,(X),13.8,(X),27283,100.0,21391,78.4,5892,21.6,2.44,(X),2.26,(X)
0500000US45075,45075,"Orangeburg County, South Carolina",91582,100.0,42610,46.5,48972,53.5,5959,6.5,6572,7.2,6865,7.5,8066,8.8,7179,7.8,10735,11.7,13211,14.4,12238,13.4,4692,5.1,3974,4.3,6561,7.2,4195,4.6,1335,1.5,35.3,(X),67813,74.0,30481,33.3,37332,40.8,62394,68.1,14398,15.7,12091,13.2,4679,5.1,7412,8.1,90945,99.3,34045,37.2,55736,60.9,423,0.5,396,0.4,211,0.2,51,0.1,27,0.0,34,0.0,15,0.0,27,0.0,31,0.0,15,0.0,5,0.0,2,0.0,8,0.0,0,0.0,330,0.4,637,0.7,34440,37.6,56100,61.3,743,0.8,488,0.5,46,0.1,460,0.5,91582,100.0,875,1.0,426,0.5,127,0.1,52,0.1,270,0.3,90707,99.0,33721,36.8,91582,100.0,87925,96.0,34118,37.3,15374,16.8,27335,29.8,19346,21.1,7691,8.4,3976,4.3,3407,3.7,1533,1.7,3657,4.0,1037,1.1,2620,2.9,34118,100.0,23876,70.0,10929,32.0,15374,45.1,6463,18.9,6922,20.3,3802,11.1,10242,30.0,8868,26.0,3508,10.3,12983,38.1,8831,25.9,2.58,(X),3.11,(X),39304,100.0,34118,86.8,5186,13.2,1048,2.7,1.8,(X),11.3,(X),34118,100.0,25801,75.6,8317,24.4,2.63,(X),2.43,(X)
0500000US45077,45077,"Pickens County, South Carolina",110757,100.0,55276,49.9,55481,50.1,6722,6.1,6935,6.3,7089,6.4,10282,9.3,13034,11.8,14676,13.3,15878,14.3,13788,12.4,5319,4.8,4418,4.0,6759,6.1,4353,3.9,1504,1.4,32.7,(X),86065,77.7,42646,38.5,43419,39.2,76198,68.8,15148,13.7,12616,11.4,5277,4.8,7339,6.6,109813,99.1,99978,90.3,7559,6.8,179,0.2,1312,1.2,430,0.4,455,0.4,79,0.1,67,0.1,121,0.1,33,0.0,127,0.1,13,0.0,7,0.0,4,0.0,0,0.0,2,0.0,772,0.7,944,0.9,100844,91.0,7814,7.1,547,0.5,1522,1.4,55,0.0,976,0.9,110757,100.0,1879,1.7,1161,1.0,149,0.1,56,0.1,513,0.5,108878,98.3,98961,89.3,110757,100.0,103348,93.3,41306,37.3,22984,20.8,28393,25.6,22498,20.3,4168,3.8,1706,1.5,6497,5.9,1648,1.5,7409,6.7,571,0.5,6838,6.2,41306,100.0,28453,68.9,12899,31.2,22984,55.6,9840,23.8,3868,9.4,2215,5.4,12853,31.1,9620,23.3,3373,8.2,14092,34.1,8769,21.2,2.50,(X),2.95,(X),46000,100.0,41306,89.8,4694,10.2,726,1.6,1.8,(X),13.1,(X),41306,100.0,30350,73.5,10956,26.5,2.57,(X),2.32,(X)
0500000US45079,45079,"Richland County, South Carolina",320677,100.0,154737,48.3,165940,51.7,20285,6.3,21870,6.8,21979,6.9,27496,8.6,30114,9.4,50155,15.6,51304,16.0,42446,13.2,13421,4.2,10132,3.2,16940,5.3,11157,3.5,3378,1.1,32.6,(X),243068,75.8,114983,35.9,128085,39.9,221968,69.2,37295,11.6,31475,9.8,12386,3.9,19089,6.0,316355,98.7,161276,50.3,144809,45.2,782,0.2,5501,1.7,1385,0.4,951,0.3,628,0.2,352,0.1,1268,0.4,437,0.1,480,0.1,263,0.1,62,0.0,84,0.0,57,0.0,60,0.0,3724,1.2,4322,1.3,164289,51.2,146965,45.8,1908,0.6,6715,2.1,510,0.2,5124,1.6,320677,100.0,8713,2.7,3056,1.0,2604,0.8,353,0.1,2700,0.8,311964,97.3,157843,49.2,320677,100.0,292665,91.3,120101,37.5,52505,16.4,86533,27.0,66521,20.7,17210,5.4,8176,2.5,16316,5.1,5514,1.7,28012,8.7,9754,3.0,18258,5.7,120101,100.0,76378,63.6,37820,31.5,52505,43.7,24034,20.0,19575,16.3,11807,9.8,43723,36.4,34990,29.1,8772,7.3,42434,35.3,22227,18.5,2.44,(X),3.05,(X),129793,100.0,120101,92.5,9692,7.5,594,0.5,1.9,(X),8.7,(X),120101,100.0,73757,61.4,46344,38.6,2.57,(X),2.23,(X)
0500000US45081,45081,"Saluda County, South Carolina",19181,100.0,9523,49.6,9658,50.4,1251,6.5,1346,7.0,1318,6.9,1451,7.6,1186,6.2,2485,13.0,2803,14.6,2588,13.5,1082,5.6,893,4.7,1474,7.7,963,5.0,341,1.8,37.0,(X),14401,75.1,7027,36.6,7374,38.4,13556,70.7,3306,17.2,2778,14.5,1162,6.1,1616,8.4,19058,99.4,12622,65.8,5753,30.0,44,0.2,7,0.0,0,0.0,1,0.0,2,0.0,3,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,631,3.3,123,0.6,12719,66.3,5805,30.3,78,0.4,16,0.1,7,0.0,685,3.6,19181,100.0,1401,7.3,1085,5.7,27,0.1,4,0.0,285,1.5,17780,92.7,11936,62.2,19181,100.0,18919,98.6,7127,37.2,3866,20.2,5587,29.1,4026,21.0,1501,7.8,637,3.3,838,4.4,265,1.4,262,1.4,218,1.1,44,0.2,7127,100.0,5295,74.3,2265,31.8,3866,54.2,1564,21.9,1033,14.5,569,8.0,1832,25.7,1605,22.5,743,10.4,2614,36.7,1939,27.2,2.65,(X),3.07,(X),8543,100.0,7127,83.4,1416,16.6,641,7.5,1.4,(X),6.3,(X),7127,100.0,5745,80.6,1382,19.4,2.58,(X),2.97,(X)
0500000US45083,45083,"Spartanburg County, South Carolina",253791,100.0,123338,48.6,130453,51.4,16739,6.6,18220,7.2,17957,7.1,17149,6.8,16236,6.4,36381,14.3,39544,15.6,35616,14.0,13541,5.3,10668,4.2,17121,6.7,11036,4.3,3583,1.4,36.1,(X),190890,75.2,91109,35.9,99781,39.3,180140,71.0,37805,14.9,31740,12.5,12439,4.9,19301,7.6,251160,99.0,190569,75.1,52775,20.8,555,0.2,3738,1.5,890,0.4,290,0.1,200,0.1,82,0.0,105,0.0,289,0.1,1882,0.7,86,0.0,24,0.0,28,0.0,12,0.0,22,0.0,3437,1.4,2631,1.0,192691,75.9,53651,21.1,1403,0.6,4261,1.7,214,0.1,4407,1.7,253791,100.0,7081,2.8,5094,2.0,533,0.2,135,0.1,1319,0.5,246710,97.2,187752,74.0,253791,100.0,246352,97.1,97735,38.5,51638,20.3,72679,28.6,55129,21.7,14641,5.8,6522,2.6,9659,3.8,4360,1.7,7439,2.9,3503,1.4,3936,1.6,97735,100.0,69299,70.9,31469,32.2,51638,52.8,21842,22.3,13529,13.8,7621,7.8,28436,29.1,24287,24.8,9027,9.2,35569,36.4,22521,23.0,2.52,(X),3.01,(X),106986,100.0,97735,91.4,9251,8.6,551,0.5,2.3,(X),10.4,(X),97735,100.0,70339,72.0,27396,28.0,2.57,(X),2.38,(X)
0500000US45085,45085,"Sumter County, South Carolina",104646,100.0,50680,48.4,53966,51.6,7829,7.5,8229,7.9,8436,8.1,8230,7.9,7705,7.4,14285,13.7,16473,15.7,13001,12.4,4649,4.4,4049,3.9,6409,6.1,4070,3.9,1281,1.2,33.4,(X),75216,71.9,35665,34.1,39551,37.8,70305,67.2,14167,13.5,11760,11.2,4584,4.4,7176,6.9,103429,98.8,52462,50.1,48850,46.7,282,0.3,944,0.9,123,0.1,89,0.1,266,0.3,99,0.1,162,0.2,51,0.0,154,0.1,58,0.1,13,0.0,13,0.0,16,0.0,16,0.0,833,0.8,1217,1.2,53323,51.0,49403,47.2,652,0.6,1306,1.2,139,0.1,1159,1.1,104646,100.0,1918,1.8,828,0.8,407,0.4,70,0.1,613,0.6,102728,98.2,51664,49.4,104646,100.0,101201,96.7,37728,36.1,18958,18.1,33293,31.8,25021,23.9,7541,7.2,3863,3.7,3681,3.5,1604,1.5,3445,3.3,1460,1.4,1985,1.9,37728,100.0,27611,73.2,13766,36.5,18958,50.2,8975,23.8,6897,18.3,3949,10.5,10117,26.8,8758,23.2,3201,8.5,15740,41.7,8547,22.7,2.68,(X),3.17,(X),41751,100.0,37728,90.4,4023,9.6,236,0.6,1.9,(X),10.3,(X),37728,100.0,26217,69.5,11511,30.5,2.72,(X),2.60,(X)
